6.25,-0.5,12.25,-0.5
12.25,-0.5,12.5,0.5
12.5,0.5,10.5,3.5
8.5,1.5,7.16667,3.5
8.5,1.5,6.5,4.5
6.25,3.5,7.16667,3.5
6.25,3.5,9.25,3.5
7.16667,3.5,9.25,3.5
7.16667,3.5,6.5,4.5
9.25,3.5,9.5,4.5
10.5,3.5,8.5,1.5
4.25,4.5,6.25,-0.5
9.5,4.5,9,6.5
4.25,5,4.25,4.5
4.5,5.5,4.25,5
9,6.5,4.5,5.5
